distance_km,estimated_time_min,weather_risk,traffic_risk,disruption_risk,cost,route_score
160.2,280.2,0.5188,0.2673,0.1685,640.03,0.8219
168.4,289.0,0.1653,0.5521,0.0309,661.78,0.8515
115.7,137.0,0.4009,0.1822,0.2034,375.33,0.8622
154.8,279.7,0.2302,0.2682,0.2662,254.92,0.8527
330.1,645.3,0.3029,0.8022,0.3998,743.84,0.7002
214.3,293.4,0.1296,0.4927,0.1426,490.07,0.8465
308.0,487.5,0.7212,0.6205,0.2698,603.34,0.6982
315.2,390.1,0.1741,0.6891,0.1936,875.9,0.7868
616.7,755.5,0.2523,0.3899,0.152,1454.86,0.7758
192.5,262.5,0.3331,0.3596,0.2411,596.01,0.8244
87.0,90.2,0.2899,0.7003,0.0232,198.02,0.8344
516.5,840.5,0.3777,0.5541,0.3102,1948.02,0.7065
194.0,193.8,0.0232,0.1741,0.0686,349.59,0.9309
533.9,430.4,0.3641,0.4089,0.1304,1910.38,0.7871
320.0,424.8,0.3855,0.1226,0.3732,875.25,0.8102
223.2,199.1,0.2507,0.1383,0.1737,746.29,0.8821
312.4,460.7,0.3023,0.3119,0.2444,1066.12,0.8105
958.8,1365.8,0.1963,0.3398,0.1656,3150.05,0.7126
1047.2,1010.3,0.1151,0.3974,0.2077,2572.53,0.7335
256.9,281.3,0.3716,0.3961,0.4423,1011.59,0.7752
273.7,227.0,0.4566,0.3283,0.3099,422.74,0.7984
519.8,786.3,0.1967,0.2049,0.1462,1067.29,0.8189
135.4,155.9,0.3288,0.4407,0.1755,338.66,0.8359
308.9,511.5,0.1982,0.2697,0.3367,1208.12,0.8143
240.3,373.9,0.2844,0.7125,0.2955,687.04,0.7587
304.8,380.5,0.4611,0.2589,0.0763,973.6,0.8268
136.5,112.8,0.1443,0.7458,0.456,504.65,0.778
80.4,95.2,0.2049,0.5923,0.1518,298.0,0.8437
57.3,68.2,0.4874,0.7759,0.0797,208.39,0.7886
111.9,134.2,0.1946,0.2694,0.1591,209.94,0.888
177.5,345.1,0.1655,0.1226,0.0508,311.07,0.9099
199.3,198.8,0.1586,0.3857,0.0507,686.51,0.8791
949.6,1067.4,0.563,0.5002,0.1559,1537.77,0.6661
530.7,954.7,0.2903,0.4375,0.1008,2009.43,0.7587
124.8,238.3,0.2012,0.2097,0.0155,406.81,0.9078
312.1,425.1,0.0714,0.3447,0.361,647.6,0.8275
184.0,266.5,0.2498,0.3762,0.1154,436.74,0.8544
200.5,173.1,0.4386,0.039,0.119,491.31,0.8817
278.6,493.0,0.1105,0.3128,0.221,1055.34,0.8425
377.4,571.2,0.4116,0.5958,0.4956,985.23,0.7016
193.0,265.3,0.3481,0.1586,0.2798,700.97,0.8458
515.3,599.3,0.0607,0.5409,0.1481,1821.49,0.7992
110.0,146.6,0.1496,0.3339,0.4042,186.73,0.8476
245.8,413.5,0.5145,0.2517,0.433,445.08,0.7705
1507.7,1352.3,0.2355,0.3099,0.0992,5131.72,0.6757
286.0,402.8,0.0828,0.4676,0.392,713.99,0.8058
667.3,561.6,0.0965,0.5423,0.0996,2461.19,0.7903
260.9,450.5,0.4545,0.3242,0.0262,652.92,0.8248
367.4,387.0,0.6913,0.2095,0.0154,1045.73,0.8038
235.2,443.1,0.1525,0.4699,0.0702,715.05,0.8436
217.2,297.8,0.0549,0.2194,0.3259,749.89,0.8694
141.8,191.2,0.3196,0.2084,0.3657,224.84,0.841
330.7,407.6,0.1222,0.4089,0.0916,1235.05,0.8478
134.8,191.4,0.3425,0.5233,0.1131,237.86,0.8286
389.9,470.1,0.2634,0.296,0.1765,728.59,0.8247
523.1,644.4,0.073,0.5895,0.4495,1974.94,0.7401
316.3,327.2,0.2059,0.1309,0.0373,1149.63,0.8925
200.3,243.2,0.2062,0.1304,0.1407,322.08,0.8952
336.2,596.5,0.2354,0.4356,0.0558,1016.83,0.8188
197.1,215.8,0.1999,0.0731,0.079,500.82,0.9154
471.0,841.0,0.302,0.5173,0.2542,845.83,0.7403
67.9,124.5,0.3435,0.1345,0.12,150.58,0.8957
193.5,309.5,0.4579,0.3253,0.11,404.3,0.8279
60.7,50.8,0.3575,0.4239,0.1655,172.25,0.8492
85.9,126.6,0.4188,0.6012,0.2223,159.19,0.7976
635.7,1144.1,0.1843,0.3503,0.4044,1160.09,0.7252
457.9,567.3,0.0752,0.2589,0.0928,1388.19,0.8559
147.9,168.5,0.6257,0.2986,0.0656,479.72,0.8266
85.5,101.3,0.2292,0.5475,0.6322,244.84,0.7741
50.0,65.4,0.104,0.3532,0.0072,82.61,0.9217
167.3,147.9,0.1272,0.2309,0.0867,510.95,0.9085
1331.8,1445.3,0.1074,0.6683,0.0019,4380.68,0.6643
331.8,523.0,0.2667,0.5134,0.1212,630.32,0.8003
165.4,226.1,0.2118,0.4738,0.0525,620.98,0.8582
338.8,371.7,0.4224,0.4362,0.3336,1025.75,0.7656
82.1,157.3,0.4726,0.3797,0.2012,246.24,0.8235
198.7,229.4,0.3475,0.5274,0.5304,762.04,0.7549
262.3,250.6,0.4801,0.447,0.4405,987.23,0.7536
230.4,239.4,0.3721,0.2668,0.1404,798.02,0.8458
425.6,492.0,0.2468,0.491,0.1832,757.44,0.7928
311.5,444.5,0.1372,0.5199,0.0618,496.59,0.8356
390.7,343.6,0.2665,0.7333,0.2701,867.45,0.7534
151.1,276.0,0.329,0.1705,0.2221,327.04,0.8594
458.7,850.0,0.3805,0.3474,0.4258,1047.92,0.7274
765.3,904.6,0.0928,0.6612,0.5178,1860.41,0.6811
124.1,214.7,0.1871,0.7545,0.045,199.15,0.8266
131.4,199.8,0.2149,0.6602,0.4648,260.2,0.774
623.3,1131.0,0.3127,0.0653,0.2363,977.37,0.7766
214.0,242.3,0.186,0.2633,0.1413,455.12,0.8767
653.7,1001.7,0.5159,0.0953,0.2927,1916.79,0.7361
179.5,159.3,0.2734,0.1121,0.0936,305.22,0.9027
677.6,549.8,0.3951,0.7035,0.104,1713.68,0.7246
268.3,496.2,0.5245,0.5084,0.1982,936.68,0.7556
293.2,338.2,0.6161,0.2961,0.2356,982.25,0.778
731.7,976.4,0.4821,0.3904,0.1585,1722.86,0.7147
189.9,204.8,0.1642,0.3834,0.0412,297.49,0.8822
126.6,234.5,0.3894,0.3973,0.1908,384.54,0.8254
178.8,225.5,0.4627,0.4801,0.1455,586.71,0.805
335.8,340.9,0.4532,0.6952,0.3307,569.95,0.7273
81.8,125.1,0.2654,0.3081,0.139,290.66,0.8768
382.3,400.1,0.2676,0.2816,0.121,762.28,0.8402
167.8,186.7,0.3158,0.2678,0.0182,412.37,0.8825
546.5,878.4,0.2647,0.1296,0.2056,2015.83,0.7976
50.0,97.6,0.8778,0.5737,0.3375,88.24,0.7206
141.1,240.7,0.1255,0.3269,0.1516,454.51,0.8797
75.1,71.3,0.2688,0.2055,0.0522,296.73,0.9092
137.2,161.3,0.209,0.4829,0.0788,308.08,0.8616
291.0,510.9,0.2767,0.1458,0.0179,979.1,0.8713
215.8,243.9,0.1921,0.2757,0.046,808.67,0.8862
204.9,345.9,0.3507,0.7016,0.2916,626.21,0.7557
218.9,299.0,0.107,0.3824,0.1089,463.54,0.8709
282.1,525.1,0.3663,0.306,0.1422,557.2,0.8168
120.8,148.7,0.1833,0.273,0.194,195.67,0.8823
401.3,771.2,0.5202,0.3784,0.2051,1251.38,0.7436
389.1,501.5,0.1199,0.6412,0.0659,914.54,0.8078
320.4,535.5,0.1888,0.2836,0.1334,524.58,0.845
361.3,373.6,0.2543,0.2254,0.1619,1270.3,0.8453
301.1,432.7,0.6644,0.2598,0.4883,957.94,0.7308
1016.9,1192.0,0.3228,0.4135,0.1009,2004.61,0.7072
230.2,187.7,0.5815,0.5702,0.2503,495.75,0.7578
197.4,261.5,0.4066,0.1787,0.1496,309.01,0.8554
144.4,145.4,0.2972,0.2766,0.0322,319.02,0.887
118.8,231.7,0.1646,0.2733,0.0922,353.22,0.8934
102.4,181.3,0.2276,0.4502,0.0877,196.91,0.8638
131.3,221.6,0.3242,0.5269,0.4436,390.07,0.7785
232.9,313.0,0.2705,0.2696,0.0686,512.33,0.8671
309.2,343.5,0.2692,0.6154,0.1811,751.46,0.79
253.6,301.6,0.4312,0.5243,0.1595,667.58,0.7899
143.2,149.7,0.2664,0.4528,0.0141,507.68,0.8667
459.5,671.9,0.1404,0.5821,0.0704,1513.85,0.7925
410.6,728.2,0.176,0.4339,0.0739,684.83,0.812
218.8,224.3,0.3228,0.4775,0.3669,436.41,0.7913
154.9,124.8,0.0576,0.5086,0.0472,488.75,0.8859
359.2,341.5,0.4143,0.4261,0.4041,921.66,0.7592
279.1,377.7,0.0549,0.2061,0.0486,651.25,0.9034
88.8,73.0,0.3997,0.3647,0.2833,327.3,0.8298
233.3,299.6,0.1213,0.1877,0.2856,919.56,0.8682
294.0,274.4,0.5113,0.4865,0.0548,816.93,0.7979
130.3,121.1,0.3842,0.2085,0.2396,511.43,0.8548
279.5,462.6,0.1475,0.2287,0.2118,688.48,0.855
88.4,176.7,0.5063,0.1679,0.2954,281.08,0.834
623.5,644.3,0.4658,0.2201,0.4584,1954.68,0.7287
586.1,630.4,0.7473,0.2934,0.0728,2090.25,0.7362
205.0,237.0,0.178,0.1257,0.0419,402.01,0.9147
315.6,549.8,0.2261,0.463,0.2477,1240.26,0.791
50.0,70.4,0.3215,0.5082,0.2026,189.71,0.8356
108.9,161.7,0.058,0.3131,0.1312,364.78,0.9034
199.2,290.0,0.3655,0.4276,0.3663,437.17,0.7889
115.5,222.4,0.227,0.3163,0.4692,211.54,0.8227
403.5,339.6,0.5508,0.7503,0.128,1567.44,0.7254
990.4,980.0,0.3155,0.2826,0.1612,2744.69,0.7329
107.4,135.1,0.0972,0.3008,0.2007,310.21,0.8913
136.2,188.7,0.4051,0.6402,0.01,302.66,0.817
288.5,270.3,0.0466,0.7075,0.5394,946.19,0.7618
755.8,1414.7,0.2568,0.3993,0.0933,2715.02,0.7175
104.0,167.8,0.1326,0.6393,0.1961,407.04,0.8333
291.3,558.9,0.3078,0.4192,0.3374,627.36,0.7759
875.6,1689.0,0.1572,0.4653,0.119,3357.18,0.6869
77.0,109.0,0.6169,0.0774,0.3313,225.56,0.8317
99.8,182.0,0.0661,0.1055,0.2952,238.07,0.9085
181.9,306.3,0.2682,0.3871,0.3599,373.09,0.8108
170.0,209.5,0.2723,0.3918,0.2843,678.87,0.8273
432.2,686.6,0.3482,0.4656,0.1137,865.73,0.7762
289.8,563.2,0.2267,0.4223,0.3445,1095.96,0.7839
70.6,121.3,0.3839,0.3896,0.1808,177.08,0.8422
351.0,579.6,0.2191,0.0934,0.0664,894.61,0.8718
163.3,174.1,0.3685,0.3232,0.1482,355.87,0.8483
597.1,1073.2,0.6621,0.167,0.3517,1776.41,0.6937
157.7,199.9,0.4702,0.5958,0.4691,259.36,0.7429
156.7,242.7,0.2107,0.5024,0.4962,375.63,0.7881
357.4,576.5,0.112,0.6809,0.2163,838.11,0.7774
417.4,592.0,0.8488,0.3137,0.3259,704.51,0.701
334.8,334.4,0.401,0.6591,0.0288,529.71,0.7866
75.2,123.1,0.1635,0.9146,0.1973,163.58,0.7936
356.6,391.1,0.4435,0.216,0.2061,666.18,0.8137
118.6,132.7,0.7071,0.5497,0.1953,427.57,0.7622
288.5,274.7,0.3625,0.136,0.1364,492.94,0.8625
90.3,139.5,0.218,0.025,0.2857,313.06,0.9027
334.4,314.7,0.2005,0.3502,0.2822,729.5,0.8255
139.1,168.9,0.5863,0.5566,0.1233,551.42,0.7854
99.7,186.2,0.1109,0.2712,0.2282,167.13,0.887
403.3,541.9,0.1722,0.824,0.1198,1574.92,0.7572
289.8,542.9,0.4602,0.5312,0.2328,950.3,0.7516
159.2,221.5,0.3498,0.3733,0.2903,417.42,0.8187
675.8,685.6,0.4138,0.2809,0.0641,1409.61,0.7827
179.7,307.5,0.3014,0.2274,0.0824,338.28,0.8716
250.3,306.3,0.5235,0.3405,0.1906,597.28,0.7991
295.4,578.8,0.2283,0.1343,0.126,931.51,0.8589
158.6,176.7,0.2909,0.156,0.0686,458.0,0.8965
340.3,608.0,0.3555,0.1747,0.5036,831.38,0.7725
168.4,234.6,0.2539,0.665,0.0786,347.54,0.8198
183.4,332.1,0.3251,0.4596,0.2782,464.65,0.8011
635.1,647.6,0.4485,0.2217,0.4544,2206.46,0.7294
118.1,184.3,0.2004,0.6137,0.3351,375.59,0.8041
50.0,46.8,0.671,0.3188,0.4379,121.73,0.7784
755.7,1335.0,0.475,0.7061,0.2177,2832.53,0.6255
1457.6,1578.2,0.2865,0.4602,0.1353,5065.48,0.6268
184.3,241.9,0.604,0.4148,0.2965,494.99,0.7698
63.1,100.1,0.7331,0.2191,0.1594,131.66,0.8209
196.9,270.5,0.1336,0.5464,0.0328,632.14,0.8565
200.3,347.4,0.5786,0.2969,0.1086,419.01,0.8109
214.2,348.3,0.0515,0.287,0.2292,843.21,0.8702
112.2,107.4,0.2358,0.1074,0.2071,408.34,0.8999
367.1,634.4,0.2929,0.2683,0.1977,1000.42,0.8091
353.2,462.1,0.5239,0.3199,0.0078,1140.67,0.8083
86.0,130.4,0.0685,0.303,0.3048,213.55,0.882
399.2,423.1,0.2759,0.383,0.0893,1482.34,0.822
1029.6,1346.4,0.5495,0.3733,0.1301,2576.95,0.6596
276.0,491.4,0.3051,0.6112,0.1442,776.6,0.7818
193.2,369.4,0.0631,0.4136,0.2621,340.58,0.8469
221.5,426.8,0.2219,0.6066,0.2552,437.88,0.7885
376.4,617.4,0.5168,0.2134,0.4746,891.42,0.7434
72.9,65.2,0.2677,0.4981,0.0456,147.12,0.8678
274.5,365.4,0.2524,0.2285,0.152,1021.22,0.8542
186.2,192.1,0.4973,0.27,0.7254,739.29,0.7456
892.0,1460.3,0.459,0.4607,0.0915,3110.19,0.6638
216.6,215.2,0.1575,0.2198,0.3799,346.61,0.8541
786.4,1551.7,0.1846,0.6859,0.1766,2709.02,0.6606
113.0,116.8,0.1185,0.4723,0.2568,369.9,0.8547
369.1,318.6,0.3803,0.1559,0.2774,1166.29,0.8236
306.0,554.5,0.1865,0.3395,0.2619,967.52,0.815
133.2,138.9,0.0303,0.4994,0.0693,308.19,0.8893
277.0,229.6,0.0339,0.4902,0.2161,512.58,0.8507
571.8,833.5,0.4888,0.3178,0.1617,1005.02,0.7491
195.1,382.9,0.2932,0.4324,0.2674,726.81,0.8057
74.9,83.9,0.158,0.5973,0.1704,263.47,0.8486
241.7,311.9,0.2616,0.347,0.3519,825.47,0.8123
130.1,141.1,0.4211,0.433,0.1479,436.8,0.8283
192.6,283.0,0.2308,0.2221,0.0816,750.98,0.882
231.1,274.4,0.4418,0.469,0.2695,516.91,0.7844
74.1,111.9,0.3793,0.1985,0.1913,238.9,0.8701
79.0,108.5,0.3427,0.587,0.2812,129.07,0.8043
342.9,656.6,0.2535,0.513,0.1546,1308.65,0.7832
169.7,272.2,0.1668,0.2783,0.1438,563.95,0.8771
50.0,81.0,0.1825,0.407,0.1524,132.16,0.8786
423.9,586.5,0.3362,0.7101,0.042,967.54,0.7597
296.1,344.6,0.6918,0.3612,0.0828,1044.71,0.7788
148.5,174.7,0.4289,0.1412,0.155,281.03,0.8668
97.3,136.7,0.2892,0.4267,0.1619,233.19,0.8504
439.2,452.6,0.4296,0.2521,0.1149,882.13,0.8129
312.5,299.6,0.3732,0.7166,0.2229,800.49,0.7558
1297.0,1617.2,0.1063,0.6154,0.2953,3558.3,0.6219
328.4,314.1,0.1509,0.2523,0.4043,657.15,0.8302
321.0,345.7,0.0375,0.6411,0.1246,774.56,0.8283
217.7,313.9,0.4571,0.6319,0.3369,609.55,0.745
433.4,757.7,0.211,0.1569,0.1398,661.88,0.8348
379.0,405.4,0.2465,0.3959,0.2806,1111.38,0.8003
587.7,1028.5,0.1905,0.4631,0.0301,1892.89,0.7717
169.9,139.1,0.2301,0.3698,0.066,612.95,0.8753
180.4,360.2,0.3066,0.1011,0.3838,628.99,0.8391
175.0,248.5,0.2838,0.4661,0.2582,391.86,0.8165
425.6,583.6,0.2311,0.2101,0.0588,850.77,0.8486
698.4,1104.0,0.2994,0.1631,0.0546,1200.16,0.7871
177.5,243.2,0.1333,0.5737,0.1708,488.31,0.8358
181.8,234.4,0.0491,0.5188,0.288,359.51,0.8401
304.9,379.6,0.2397,0.4021,0.1678,733.73,0.8261
206.0,406.6,0.2004,0.5115,0.2168,664.16,0.8132
476.5,873.8,0.1601,0.6946,0.077,1793.08,0.754
50.6,71.0,0.1528,0.3538,0.1087,176.47,0.8981
137.2,247.4,0.1377,0.5994,0.2672,286.27,0.8202
141.5,138.5,0.2738,0.3705,0.1424,557.44,0.8594
50.0,71.8,0.3788,0.557,0.4142,153.81,0.788
124.6,167.0,0.4816,0.5529,0.3645,240.59,0.7681
128.9,153.4,0.4194,0.483,0.2561,206.93,0.8051
212.6,404.3,0.2383,0.2817,0.119,478.43,0.8572
533.3,959.4,0.1663,0.1888,0.2133,1827.34,0.7981
206.1,389.3,0.1129,0.4364,0.1256,612.65,0.8528
118.9,185.8,0.2679,0.726,0.2537,350.8,0.7892
235.1,294.3,0.2952,0.3014,0.2081,788.61,0.8376
510.0,871.2,0.3971,0.3242,0.0727,1451.83,0.7743
123.6,115.0,0.2243,0.1198,0.1971,330.16,0.9003
129.4,235.9,0.4463,0.2884,0.0896,275.37,0.8487
361.8,301.9,0.1319,0.2746,0.2843,618.78,0.8465
209.5,373.4,0.3944,0.4398,0.1625,396.0,0.8065
385.0,633.2,0.2055,0.5241,0.2008,1227.21,0.7811
242.4,219.6,0.3613,0.7486,0.2564,785.87,0.7585
399.9,390.4,0.0927,0.4565,0.1507,1193.92,0.8331
118.6,159.2,0.5181,0.3553,0.0382,342.52,0.8417
242.6,281.4,0.5843,0.5734,0.2057,585.36,0.7553
211.1,388.7,0.3685,0.3892,0.0793,500.05,0.8287
104.5,107.7,0.3904,0.1727,0.1829,316.54,0.8715
81.9,106.5,0.0778,0.5022,0.2016,225.84,0.8682
395.4,440.0,0.4297,0.3429,0.0138,1143.03,0.817
191.4,182.3,0.0846,0.6951,0.1104,453.59,0.8378
119.6,133.0,0.1481,0.3384,0.0057,186.51,0.9073
228.8,419.1,0.3351,0.5644,0.1459,743.56,0.7928
538.9,893.9,0.3944,0.0459,0.2145,876.61,0.7944
50.0,94.9,0.4756,0.6328,0.2441,88.23,0.7862
85.8,110.4,0.2007,0.7169,0.0298,214.52,0.8428
128.2,139.6,0.096,0.6471,0.4321,235.22,0.8035
680.5,565.9,0.2105,0.4455,0.0706,1873.52,0.7938
298.2,415.8,0.3023,0.1662,0.3365,1100.12,0.8227
418.7,354.9,0.1142,0.2266,0.0842,1207.2,0.8757
110.2,88.7,0.453,0.7033,0.2949,255.13,0.7671
111.8,170.5,0.1392,0.3089,0.1921,317.7,0.8822
334.8,334.0,0.3515,0.6088,0.0813,615.34,0.7933
254.9,375.1,0.5869,0.1233,0.243,912.76,0.8073
359.3,534.7,0.3661,0.2899,0.0904,1004.6,0.819
214.6,358.0,0.4232,0.7977,0.2691,445.42,0.7331
297.3,374.5,0.1281,0.4539,0.3722,980.88,0.8041
273.3,450.0,0.2659,0.1799,0.1612,589.19,0.854
421.8,522.6,0.2267,0.2962,0.2591,949.2,0.8106
430.5,394.9,0.6361,0.1394,0.4186,785.63,0.7586
78.7,92.3,0.3463,0.2279,0.2124,166.74,0.869
50.8,41.1,0.2247,0.2164,0.2904,159.68,0.883
493.4,668.5,0.0765,0.3205,0.0782,1909.84,0.8361
561.9,948.8,0.4567,0.4308,0.1639,1429.17,0.7265
119.8,208.6,0.2106,0.1886,0.3318,352.07,0.865
66.6,71.8,0.3434,0.3086,0.0799,153.86,0.8796
262.3,243.1,0.5881,0.7137,0.187,783.74,0.737
469.5,480.0,0.2332,0.7641,0.1636,1315.33,0.752
861.2,1705.6,0.3212,0.3267,0.0975,1971.6,0.693
351.2,412.5,0.4136,0.1649,0.4152,1046.28,0.7914
188.6,248.1,0.0717,0.5248,0.2538,682.63,0.8379
130.9,116.6,0.0805,0.4723,0.1271,460.32,0.8782
246.7,431.0,0.1403,0.4327,0.0734,905.28,0.8497
198.4,265.6,0.2986,0.2193,0.3114,619.95,0.8394
120.2,108.8,0.1922,0.5195,0.1862,351.26,0.8474
1026.7,1404.1,0.0648,0.687,0.2317,3645.78,0.6605
853.7,1413.7,0.3763,0.1274,0.0369,1679.8,0.7476
542.0,741.2,0.2922,0.3998,0.3248,1696.51,0.7473
128.4,252.0,0.3906,0.6046,0.3498,301.83,0.7693
445.2,821.8,0.3567,0.5784,0.2531,1759.57,0.7216
382.9,542.8,0.1063,0.3135,0.4275,1239.43,0.8004
333.5,643.3,0.162,0.1694,0.2173,572.54,0.8443
586.8,1040.9,0.2745,0.4838,0.0073,1654.77,0.7597
381.7,474.1,0.3077,0.3047,0.0575,1189.17,0.8326
410.8,708.8,0.293,0.1362,0.2096,843.66,0.8194
382.2,537.7,0.0939,0.0351,0.029,1430.64,0.9034
310.6,449.4,0.3176,0.2355,0.1661,1122.72,0.8321
70.2,100.0,0.1238,0.4026,0.1612,187.54,0.8837
259.4,457.8,0.3528,0.3606,0.4933,408.71,0.7653
165.8,315.4,0.2536,0.3897,0.0963,330.07,0.8527
99.9,118.2,0.1107,0.622,0.5293,318.49,0.7936
794.1,1247.1,0.1197,0.1092,0.0218,2199.23,0.8049
820.8,1275.6,0.3807,0.2974,0.0804,2167.13,0.725
633.6,1181.7,0.4402,0.4449,0.1216,2288.54,0.7067
292.6,391.0,0.242,0.1726,0.0984,677.36,0.8708
629.8,647.6,0.2984,0.3717,0.1685,1503.19,0.7761
246.8,257.5,0.1583,0.5699,0.1151,665.29,0.8344
282.0,243.0,0.3224,0.6625,0.3573,599.57,0.7586
113.8,104.8,0.7245,0.1954,0.1852,405.96,0.8168
323.1,375.2,0.3439,0.2918,0.1351,872.71,0.8303
255.3,235.6,0.4651,0.5166,0.3767,622.22,0.7584
98.3,181.4,0.0958,0.532,0.2319,149.91,0.8501
236.1,291.4,0.274,0.3081,0.2361,452.59,0.8374
231.4,287.4,0.1146,0.081,0.2968,868.93,0.8848
861.2,1471.7,0.0698,0.2547,0.4124,2416.61,0.7096
457.6,531.5,0.1587,0.5263,0.0503,737.68,0.8156
246.7,409.0,0.5038,0.4038,0.227,535.89,0.78
291.2,520.4,0.209,0.377,0.14,1148.96,0.8269
252.4,311.0,0.1754,0.0908,0.2456,690.97,0.8796
212.3,291.6,0.2298,0.3643,0.0777,841.93,0.859
114.7,136.1,0.2681,0.6164,0.4746,206.53,0.7773
220.1,287.9,0.1971,0.2674,0.2672,540.92,0.8513
145.1,217.3,0.2635,0.2966,0.2428,523.15,0.851
102.0,124.4,0.5301,0.1412,0.1953,304.53,0.8524
350.0,474.9,0.3846,0.4882,0.2764,995.99,0.7637
321.8,449.0,0.3258,0.38,0.1478,942.69,0.8121
70.1,58.1,0.7609,0.4125,0.0508,150.65,0.8066
224.6,223.7,0.2479,0.4156,0.2581,552.55,0.8273
491.3,712.2,0.3484,0.3781,0.3964,1812.65,0.7363
513.6,412.5,0.4528,0.2454,0.5956,1253.53,0.7345
501.7,825.4,0.5206,0.2966,0.3432,1274.77,0.7242
251.4,474.4,0.4153,0.3759,0.688,854.2,0.7215
135.4,231.0,0.3022,0.3508,0.0181,462.92,0.8707
114.6,134.9,0.3533,0.4005,0.0472,235.97,0.8609
311.4,417.3,0.3153,0.2927,0.3683,906.34,0.797
319.1,504.4,0.1001,0.4281,0.3906,1254.11,0.7968
602.5,974.0,0.2338,0.2175,0.0392,1122.49,0.8076
528.5,1042.7,0.5296,0.4541,0.2798,809.18,0.693
223.1,310.4,0.4927,0.0709,0.5102,677.96,0.7974
102.4,112.6,0.3195,0.1303,0.5108,185.75,0.8397
195.7,241.6,0.5027,0.204,0.1496,373.98,0.8385
284.9,543.2,0.2486,0.3507,0.0879,1066.21,0.8319
212.4,331.2,0.163,0.6074,0.0349,824.0,0.8361
163.3,300.0,0.2238,0.3881,0.1887,434.86,0.8443
292.1,487.4,0.4627,0.5125,0.1102,661.87,0.7779
172.0,336.8,0.243,0.6527,0.6466,586.0,0.729
157.6,220.9,0.3971,0.6268,0.1159,247.22,0.8007
304.3,590.3,0.2294,0.3392,0.0862,1030.1,0.8321
184.7,344.1,0.0527,0.063,0.2039,672.21,0.9106
290.3,525.9,0.061,0.2539,0.1424,861.48,0.8683
296.3,570.9,0.0235,0.697,0.1805,494.21,0.7998
110.2,157.7,0.3824,0.3807,0.2179,282.79,0.8322
174.7,295.5,0.1366,0.3565,0.0087,394.3,0.8889
669.4,981.7,0.1336,0.2957,0.4043,1160.35,0.7509
108.5,187.8,0.6347,0.458,0.3668,276.9,0.7584
55.6,95.5,0.2466,0.2802,0.0568,91.83,0.9011
66.5,113.7,0.1672,0.3273,0.1036,111.52,0.8968
249.7,328.2,0.1487,0.215,0.2443,564.63,0.8647
250.0,439.0,0.4558,0.7256,0.0306,847.24,0.7644
225.4,417.3,0.1691,0.6284,0.1572,362.66,0.8087
572.5,895.0,0.3136,0.3626,0.2631,1860.88,0.7445
50.0,67.3,0.298,0.7668,0.2502,194.77,0.7934
322.8,588.8,0.436,0.3933,0.0312,670.26,0.8019
730.0,1265.9,0.2654,0.1732,0.2024,2595.99,0.7473
111.1,151.5,0.2497,0.731,0.0829,205.94,0.8207
187.6,280.6,0.205,0.7574,0.0474,352.5,0.8132
144.5,234.5,0.1012,0.3843,0.2578,321.97,0.8597
130.8,212.7,0.3154,0.1656,0.1362,362.86,0.8809
194.7,228.5,0.1853,0.3408,0.0406,627.24,0.8817
664.6,765.1,0.6471,0.7006,0.1373,1050.46,0.6703
885.5,1651.3,0.3303,0.3264,0.0768,2413.79,0.695
193.4,372.2,0.5759,0.2484,0.2718,572.69,0.7919
928.5,1190.7,0.251,0.468,0.4758,2577.05,0.6567
250.9,475.6,0.2768,0.3835,0.082,565.34,0.8334
835.1,1139.8,0.2005,0.3776,0.3853,1752.44,0.7056
229.2,229.4,0.6436,0.2574,0.1198,871.51,0.81
268.2,450.4,0.2963,0.1165,0.2631,520.52,0.8443
316.0,270.2,0.1326,0.3631,0.5832,794.12,0.7928
2264.7,2121.3,0.3441,0.3791,0.259,5034.92,0.5174
444.0,856.6,0.2993,0.3197,0.2705,1073.64,0.7674
149.1,212.0,0.1149,0.2509,0.1482,485.25,0.8946
482.2,539.9,0.4774,0.2327,0.0712,798.04,0.8062
189.9,261.5,0.1946,0.1744,0.6062,586.68,0.8185
173.7,259.4,0.3822,0.3637,0.145,392.18,0.8334
462.2,724.1,0.3016,0.5518,0.0666,1257.17,0.7706
250.1,304.6,0.1558,0.2894,0.1194,904.75,0.8713
297.4,376.1,0.3509,0.5147,0.0549,1163.85,0.8081
247.1,360.7,0.549,0.4858,0.4398,537.52,0.7326
309.7,480.7,0.5132,0.1194,0.1376,519.76,0.8252
329.5,627.8,0.3936,0.1379,0.1172,1225.73,0.8275
63.1,80.1,0.1526,0.2621,0.1149,157.96,0.9096
390.2,721.7,0.4025,0.5242,0.2611,1286.53,0.7353
123.0,245.1,0.5573,0.3261,0.1003,202.69,0.8248
89.2,107.6,0.1955,0.2937,0.0251,143.93,0.9081
234.9,195.6,0.2032,0.4663,0.0834,399.7,0.8547
259.5,395.8,0.4621,0.5533,0.0987,642.51,0.7827
150.6,283.8,0.2475,0.1403,0.4189,315.87,0.8461
437.8,378.3,0.2291,0.1399,0.2653,1747.81,0.8386
95.6,99.1,0.3739,0.7512,0.2915,226.21,0.7726
184.0,296.6,0.3524,0.3529,0.3726,609.72,0.8008
162.5,287.9,0.1357,0.2471,0.3385,391.24,0.8574
236.8,214.1,0.2863,0.396,0.0697,472.3,0.853
297.4,367.8,0.2259,0.2691,0.1836,1063.55,0.8455
